problem_name,problem_link,num_occur
Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs/,3
Design Browser History,https://leetcode.com/problems/design-browser-history/,3
Reorder Routes to Make All Paths Lead to the City Zero,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/,3
Kids With the Greatest Number of Candies,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies/,3
Maximum Points You Can Obtain from Cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,3
String Matching in an Array,https://leetcode.com/problems/string-matching-in-an-array/,3
Count Number of Teams,https://leetcode.com/problems/count-number-of-teams/,3
Maximum Sum BST in Binary Tree,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/,3
Maximum Number of Events That Can Be Attended,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/,3
Product of the Last K Numbers,https://leetcode.com/problems/product-of-the-last-k-numbers/,3
Angle Between Hands of a Clock,https://leetcode.com/problems/angle-between-hands-of-a-clock/,3
Sequential Digits,https://leetcode.com/problems/sequential-digits/,3
Synonymous Sentences,https://leetcode.com/problems/synonymous-sentences/,3
Two Sum BSTs,https://leetcode.com/problems/two-sum-bsts/,3
N-th Tribonacci Number,https://leetcode.com/problems/n-th-tribonacci-number/,3
Remove Vowels from a String,https://leetcode.com/problems/remove-vowels-from-a-string/,3
Two Sum Less Than K,https://leetcode.com/problems/two-sum-less-than-k/,3
Cousins in Binary Tree,https://leetcode.com/problems/cousins-in-binary-tree/,3
Unique Paths III,https://leetcode.com/problems/unique-paths-iii/,3
Subarray Sums Divisible by K,https://leetcode.com/problems/subarray-sums-divisible-by-k/,3
Knight Dialer,https://leetcode.com/problems/knight-dialer/,3
Minimum Add to Make Parentheses Valid,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/,3
Sort an Array,https://leetcode.com/problems/sort-an-array/,3
Lemonade Change,https://leetcode.com/problems/lemonade-change/,3
Maximize Distance to Closest Person,https://leetcode.com/problems/maximize-distance-to-closest-person/,3
Jewels and Stones,https://leetcode.com/problems/jewels-and-stones/,3
Network Delay Time,https://leetcode.com/problems/network-delay-time/,3
Find Pivot Index,https://leetcode.com/problems/find-pivot-index/,3
Max Stack,https://leetcode.com/problems/max-stack/,3
Best Time to Buy and Sell Stock with Transaction Fee,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,3
Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k/,3
Design HashSet,https://leetcode.com/problems/design-hashset/,3
Knight Probability in Chessboard,https://leetcode.com/problems/knight-probability-in-chessboard/,3
Cut Off Trees for Golf Event,https://leetcode.com/problems/cut-off-trees-for-golf-event/,3
Trim a Binary Search Tree,https://leetcode.com/problems/trim-a-binary-search-tree/,3
Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements/,3
Task Scheduler,https://leetcode.com/problems/task-scheduler/,3
Merge Two Binary Trees,https://leetcode.com/problems/merge-two-binary-trees/,3
Can Place Flowers,https://leetcode.com/problems/can-place-flowers/,3
Out of Boundary Paths,https://leetcode.com/problems/out-of-boundary-paths/,3
Permutation in String,https://leetcode.com/problems/permutation-in-string/,3
Reverse Words in a String III,https://leetcode.com/problems/reverse-words-in-a-string-iii/,3
Friend Circles,https://leetcode.com/problems/friend-circles/,3
Convert BST to Greater Tree,https://leetcode.com/problems/convert-bst-to-greater-tree/,3
Reverse Pairs,https://leetcode.com/problems/reverse-pairs/,3
Count The Repetitions,https://leetcode.com/problems/count-the-repetitions/,3
Serialize and Deserialize BST,https://leetcode.com/problems/serialize-and-deserialize-bst/,3
Add Two Numbers II,https://leetcode.com/problems/add-two-numbers-ii/,3
All O`one Data Structure,https://leetcode.com/problems/all-oone-data-structure/,3
Add Strings,https://leetcode.com/problems/add-strings/,3
Longest Substring with At Least K Repeating Characters,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/,3
Find the Difference,https://leetcode.com/problems/find-the-difference/,3
Logger Rate Limiter,https://leetcode.com/problems/logger-rate-limiter/,3
Counting Bits,https://leetcode.com/problems/counting-bits/,3
Self Crossing,https://leetcode.com/problems/self-crossing/,3
Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self/,3
Range Sum Query - Mutable,https://leetcode.com/problems/range-sum-query-mutable/,3
Range Sum Query 2D - Immutable,https://leetcode.com/problems/range-sum-query-2d-immutable/,3
Peeking Iterator,https://leetcode.com/problems/peeking-iterator/,3
Binary Tree Paths,https://leetcode.com/problems/binary-tree-paths/,3
Paint House,https://leetcode.com/problems/paint-house/,3
Shortest Word Distance,https://leetcode.com/problems/shortest-word-distance/,3
Lowest Common Ancestor of a Binary Search Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,3
Implement Stack using Queues,https://leetcode.com/problems/implement-stack-using-queues/,3
Maximal Square,https://leetcode.com/problems/maximal-square/,3
Number of 1 Bits,https://leetcode.com/problems/number-of-1-bits/,3
Sort List,https://leetcode.com/problems/sort-list/,3
Sum Root to Leaf Numbers,https://leetcode.com/problems/sum-root-to-leaf-numbers/,3
Convert Sorted Array to Binary Search Tree,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,3
Construct Binary Tree from Preorder and Inorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/,3
Restore IP Addresses,https://leetcode.com/problems/restore-ip-addresses/,3
Maximal Rectangle,https://leetcode.com/problems/maximal-rectangle/,3
Length of Last Word,https://leetcode.com/problems/length-of-last-word/,3
Substring with Concatenation of All Words,https://leetcode.com/problems/substring-with-concatenation-of-all-words/,3
Minimum Swaps to Group All 1's Together II,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii/,2
Check if a Parentheses String Can Be Valid,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid/,2
Two Furthest Houses With Different Colors,https://leetcode.com/problems/two-furthest-houses-with-different-colors/,2
Number of Valid Words in a Sentence,https://leetcode.com/problems/number-of-valid-words-in-a-sentence/,2
Maximize the Confusion of an Exam,https://leetcode.com/problems/maximize-the-confusion-of-an-exam/,2
Find Unique Binary String,https://leetcode.com/problems/find-unique-binary-string/,2
Array With Elements Not Equal to Average of Neighbors,https://leetcode.com/problems/array-with-elements-not-equal-to-average-of-neighbors/,2
Nearest Exit from Entrance in Maze,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze/,2
Count Square Sum Triples,https://leetcode.com/problems/count-square-sum-triples/,2
Remove All Occurrences of a Substring,https://leetcode.com/problems/remove-all-occurrences-of-a-substring/,2
Longer Contiguous Segments of Ones than Zeros,https://leetcode.com/problems/longer-contiguous-segments-of-ones-than-zeros/,2
Maximum Average Pass Ratio,https://leetcode.com/problems/maximum-average-pass-ratio/,2
Sort Features by Popularity,https://leetcode.com/problems/sort-features-by-popularity/,2
Minimum Number of Operations to Move All Balls to Each Box,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box/,2
Check if Array Is Sorted and Rotated,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/,2
Maximum Absolute Sum of Any Subarray,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray/,2
Count Good Meals,https://leetcode.com/problems/count-good-meals/,2
Max Number of K-Sum Pairs,https://leetcode.com/problems/max-number-of-k-sum-pairs/,2
Minimize Deviation in Array,https://leetcode.com/problems/minimize-deviation-in-array/,2
Minimum Operations to Reduce X to Zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/,2
Sum of All Odd Length Subarrays,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/,2
Matrix Diagonal Sum,https://leetcode.com/problems/matrix-diagonal-sum/,2
Dot Product of Two Sparse Vectors,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/,2
Minimum Number of Vertices to Reach All Nodes,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/,2
Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number/,2
Number of Good Ways to Split a String,https://leetcode.com/problems/number-of-good-ways-to-split-a-string/,2
Count Odd Numbers in an Interval Range,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range/,2
Water Bottles,https://leetcode.com/problems/water-bottles/,2
Average Salary Excluding the Minimum and Maximum Salary,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary/,2
Final Prices With a Special Discount in a Shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/,2
Shuffle the Array,https://leetcode.com/problems/shuffle-the-array/,2
Check If a Word Occurs As a Prefix of Any Word in a Sentence,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/,2
Rearrange Words in a Sentence,https://leetcode.com/problems/rearrange-words-in-a-sentence/,2
Minimum Value to Get Positive Step by Step Sum,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum/,2
Minimum Subsequence in Non-Increasing Order,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order/,2
Longest Happy Prefix,https://leetcode.com/problems/longest-happy-prefix/,2
Create Target Array in the Given Order,https://leetcode.com/problems/create-target-array-in-the-given-order/,2
Cinema Seat Allocation,https://leetcode.com/problems/cinema-seat-allocation/,2
Find a Corresponding Node of a Binary Tree in a Clone of That Tree,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree/,2
Frog Position After T Seconds,https://leetcode.com/problems/frog-position-after-t-seconds/,2
Increasing Decreasing String,https://leetcode.com/problems/increasing-decreasing-string/,2
Linked List in Binary Tree,https://leetcode.com/problems/linked-list-in-binary-tree/,2
How Many Numbers Are Smaller Than the Current Number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number/,2
Reduce Array Size to The Half,https://leetcode.com/problems/reduce-array-size-to-the-half/,2
Delete Leaves With a Given Value,https://leetcode.com/problems/delete-leaves-with-a-given-value/,2
Sum of Nodes with Even-Valued Grandparent,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent/,2
Matrix Block Sum,https://leetcode.com/problems/matrix-block-sum/,2
Decompress Run-Length Encoded List,https://leetcode.com/problems/decompress-run-length-encoded-list/,2
All Elements in Two Binary Search Trees,https://leetcode.com/problems/all-elements-in-two-binary-search-trees/,2
Maximum Number of Occurrences of a Substring,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring/,2
Find Numbers with Even Number of Digits,https://leetcode.com/problems/find-numbers-with-even-number-of-digits/,2
Convert Binary Number in a Linked List to Integer,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer/,2
Split a String in Balanced Strings,https://leetcode.com/problems/split-a-string-in-balanced-strings/,2
Prime Arrangements,https://leetcode.com/problems/prime-arrangements/,2
Remove Zero Sum Consecutive Nodes from Linked List,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list/,2
Find Words That Can Be Formed by Characters,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters/,2
Alphabet Board Path,https://leetcode.com/problems/alphabet-board-path/,2
Parallel Courses,https://leetcode.com/problems/parallel-courses/,2
Defanging an IP Address,https://leetcode.com/problems/defanging-an-ip-address/,2
Brace Expansion,https://leetcode.com/problems/brace-expansion/,2
Campus Bikes II,https://leetcode.com/problems/campus-bikes-ii/,2
Campus Bikes,https://leetcode.com/problems/campus-bikes/,2
Binary Search Tree to Greater Sum Tree,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree/,2
Video Stitching,https://leetcode.com/problems/video-stitching/,2
Sum of Root To Leaf Binary Numbers,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers/,2
Maximize Sum Of Array After K Negations,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations/,2
Max Consecutive Ones III,https://leetcode.com/problems/max-consecutive-ones-iii/,2
Find the Town Judge,https://leetcode.com/problems/find-the-town-judge/,2
Distribute Coins in Binary Tree,https://leetcode.com/problems/distribute-coins-in-binary-tree/,2
Powerful Integers,https://leetcode.com/problems/powerful-integers/,2
Verifying an Alien Dictionary,https://leetcode.com/problems/verifying-an-alien-dictionary/,2
Valid Mountain Array,https://leetcode.com/problems/valid-mountain-array/,2
3Sum With Multiplicity,https://leetcode.com/problems/3sum-with-multiplicity/,2
Reverse Only Letters,https://leetcode.com/problems/reverse-only-letters/,2
Monotonic Array,https://leetcode.com/problems/monotonic-array/,2
Surface Area of 3D Shapes,https://leetcode.com/problems/surface-area-of-3d-shapes/,2
Fair Candy Swap,https://leetcode.com/problems/fair-candy-swap/,2
Decoded String at Index,https://leetcode.com/problems/decoded-string-at-index/,2
Stone Game,https://leetcode.com/problems/stone-game/,2
Transpose Matrix,https://leetcode.com/problems/transpose-matrix/,2
Score After Flipping Matrix,https://leetcode.com/problems/score-after-flipping-matrix/,2
Binary Trees With Factors,https://leetcode.com/problems/binary-trees-with-factors/,2
Short Encoding of Words,https://leetcode.com/problems/short-encoding-of-words/,2
Most Common Word,https://leetcode.com/problems/most-common-word/,2
Max Increase to Keep City Skyline,https://leetcode.com/problems/max-increase-to-keep-city-skyline/,2
Champagne Tower,https://leetcode.com/problems/champagne-tower/,2
Rabbits in Forest,https://leetcode.com/problems/rabbits-in-forest/,2
Max Chunks To Make Sorted,https://leetcode.com/problems/max-chunks-to-make-sorted/,2
Pyramid Transition Matrix,https://leetcode.com/problems/pyramid-transition-matrix/,2
Find Smallest Letter Greater Than Target,https://leetcode.com/problems/find-smallest-letter-greater-than-target/,2
Sentence Similarity II,https://leetcode.com/problems/sentence-similarity-ii/,2
Self Dividing Numbers,https://leetcode.com/problems/self-dividing-numbers/,2
Split Linked List in Parts,https://leetcode.com/problems/split-linked-list-in-parts/,2
Accounts Merge,https://leetcode.com/problems/accounts-merge/,2
To Lower Case,https://leetcode.com/problems/to-lower-case/,2
Insert into a Binary Search Tree,https://leetcode.com/problems/insert-into-a-binary-search-tree/,2
Search in a Binary Search Tree,https://leetcode.com/problems/search-in-a-binary-search-tree/,2
Partition to K Equal Sum Subsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/,2
Longest Univalue Path,https://leetcode.com/problems/longest-univalue-path/,2
Redundant Connection II,https://leetcode.com/problems/redundant-connection-ii/,2
Number of Longest Increasing Subsequence,https://leetcode.com/problems/number-of-longest-increasing-subsequence/,2
Equal Tree Partition,https://leetcode.com/problems/equal-tree-partition/,2
Print Binary Tree,https://leetcode.com/problems/print-binary-tree/,2
Maximum Binary Tree,https://leetcode.com/problems/maximum-binary-tree/,2
Two Sum IV - Input is a BST,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/,2
Maximum Length of Pair Chain,https://leetcode.com/problems/maximum-length-of-pair-chain/,2
Shopping Offers,https://leetcode.com/problems/shopping-offers/,2
Find the Derangement of An Array,https://leetcode.com/problems/find-the-derangement-of-an-array/,2
Sum of Square Numbers,https://leetcode.com/problems/sum-of-square-numbers/,2
Valid Triangle Number,https://leetcode.com/problems/valid-triangle-number/,2
Range Addition II,https://leetcode.com/problems/range-addition-ii/,2
Tag Validator,https://leetcode.com/problems/tag-validator/,2
N-ary Tree Postorder Traversal,https://leetcode.com/problems/n-ary-tree-postorder-traversal/,2
Delete Operation for Two Strings,https://leetcode.com/problems/delete-operation-for-two-strings/,2
Minimum Time Difference,https://leetcode.com/problems/minimum-time-difference/,2
K-diff Pairs in an Array,https://leetcode.com/problems/k-diff-pairs-in-an-array/,2
Minesweeper,https://leetcode.com/problems/minesweeper/,2
Detect Capital,https://leetcode.com/problems/detect-capital/,2
The Maze,https://leetcode.com/problems/the-maze/,2
Total Hamming Distance,https://leetcode.com/problems/total-hamming-distance/,2
Number Complement,https://leetcode.com/problems/number-complement/,2
Heaters,https://leetcode.com/problems/heaters/,2
Validate IP Address,https://leetcode.com/problems/validate-ip-address/,2
Optimal Account Balancing,https://leetcode.com/problems/optimal-account-balancing/,2
Island Perimeter,https://leetcode.com/problems/island-perimeter/,2
Sort Characters By Frequency,https://leetcode.com/problems/sort-characters-by-frequency/,2
Find Right Interval,https://leetcode.com/problems/find-right-interval/,2
Flatten a Multilevel Doubly Linked List,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/,2
Battleships in a Board,https://leetcode.com/problems/battleships-in-a-board/,2
Pacific Atlantic Water Flow,https://leetcode.com/problems/pacific-atlantic-water-flow/,2
Third Maximum Number,https://leetcode.com/problems/third-maximum-number/,2
Arithmetic Slices,https://leetcode.com/problems/arithmetic-slices/,2
Longest Palindrome,https://leetcode.com/problems/longest-palindrome/,2
Convert a Number to Hexadecimal,https://leetcode.com/problems/convert-a-number-to-hexadecimal/,2
Random Pick Index,https://leetcode.com/problems/random-pick-index/,2
Longest Absolute File Path,https://leetcode.com/problems/longest-absolute-file-path/,2
Linked List Random Node,https://leetcode.com/problems/linked-list-random-node/,2
Design Phone Directory,https://leetcode.com/problems/design-phone-directory/,2
Find K Pairs with Smallest Sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,2
Find Leaves of Binary Tree,https://leetcode.com/problems/find-leaves-of-binary-tree/,2
Design Twitter,https://leetcode.com/problems/design-twitter/,2
Flatten Nested List Iterator,https://leetcode.com/problems/flatten-nested-list-iterator/,2
Longest Substring with At Most K Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,2
Patching Array,https://leetcode.com/problems/patching-array/,2
Power of Three,https://leetcode.com/problems/power-of-three/,2
Maximum Size Subarray Sum Equals k,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k/,2
Remove Duplicate Letters,https://leetcode.com/problems/remove-duplicate-letters/,2
Burst Balloons,https://leetcode.com/problems/burst-balloons/,2
Sparse Matrix Multiplication,https://leetcode.com/problems/sparse-matrix-multiplication/,2
Minimum Height Trees,https://leetcode.com/problems/minimum-height-trees/,2
Remove Invalid Parentheses,https://leetcode.com/problems/remove-invalid-parentheses/,2
Binary Tree Longest Consecutive Sequence,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence/,2
Zigzag Iterator,https://leetcode.com/problems/zigzag-iterator/,2
Wiggle Sort,https://leetcode.com/problems/wiggle-sort/,2
Perfect Squares,https://leetcode.com/problems/perfect-squares/,2
H-Index,https://leetcode.com/problems/h-index/,2
Graph Valid Tree,https://leetcode.com/problems/graph-valid-tree/,2
Shortest Word Distance III,https://leetcode.com/problems/shortest-word-distance-iii/,2
Delete Node in a Linked List,https://leetcode.com/problems/delete-node-in-a-linked-list/,2
Rectangle Area,https://leetcode.com/problems/rectangle-area/,2
Contains Duplicate III,https://leetcode.com/problems/contains-duplicate-iii/,2
Contains Duplicate II,https://leetcode.com/problems/contains-duplicate-ii/,2
Repeated DNA Sequences,https://leetcode.com/problems/repeated-dna-sequences/,2
Largest Number,https://leetcode.com/problems/largest-number/,2
Dungeon Game,https://leetcode.com/problems/dungeon-game/,2
Excel Sheet Column Title,https://leetcode.com/problems/excel-sheet-column-title/,2
Maximum Gap,https://leetcode.com/problems/maximum-gap/,2
Read N Characters Given Read4,https://leetcode.com/problems/read-n-characters-given-read4/,2
Reverse Words in a String,https://leetcode.com/problems/reverse-words-in-a-string/,2
Palindrome Partitioning II,https://leetcode.com/problems/palindrome-partitioning-ii/,2
Palindrome Partitioning,https://leetcode.com/problems/palindrome-partitioning/,2
Path Sum,https://leetcode.com/problems/path-sum/,2
Binary Tree Level Order Traversal II,https://leetcode.com/problems/binary-tree-level-order-traversal-ii/,2
Subsets II,https://leetcode.com/problems/subsets-ii/,2
Gray Code,https://leetcode.com/problems/gray-code/,2
Combinations,https://leetcode.com/problems/combinations/,2
Spiral Matrix II,https://leetcode.com/problems/spiral-matrix-ii/,2
Count and Say,https://leetcode.com/problems/count-and-say/,2
Minimum Average Difference,https://leetcode.com/problems/minimum-average-difference/,1
Minimum Rounds to Complete All Tasks,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks/,1
Partition Array According to Given Pivot,https://leetcode.com/problems/partition-array-according-to-given-pivot/,1
Minimum Sum of Four Digit Number After Splitting Digits,https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits/,1
Rearrange Array Elements by Sign,https://leetcode.com/problems/rearrange-array-elements-by-sign/,1
Adding Spaces to a String,https://leetcode.com/problems/adding-spaces-to-a-string/,1
Decode the Slanted Ciphertext,https://leetcode.com/problems/decode-the-slanted-ciphertext/,1
Kth Distinct String in an Array,https://leetcode.com/problems/kth-distinct-string-in-an-array/,1
Sum of Beauty in the Array,https://leetcode.com/problems/sum-of-beauty-in-the-array/,1
Count Number of Pairs With Absolute Difference K,https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k/,1
Minimize the Difference Between Target and Chosen Elements,https://leetcode.com/problems/minimize-the-difference-between-target-and-chosen-elements/,1
Form Array by Concatenating Subarrays of Another Array,https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array/,1
Maximum Number of Achievable Transfer Requests,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/,1
Minimum Numbers of Function Calls to Make Target Array,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/,1
Can Make Arithmetic Progression From Sequence,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence/,1
Maximum Number of Vowels in a Substring of Given Length,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/,1
Queries on a Permutation With Key,https://leetcode.com/problems/queries-on-a-permutation-with-key/,1
Closest Divisors,https://leetcode.com/problems/closest-divisors/,1
The K Weakest Rows in a Matrix,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix/,1
Diet Plan Performance,https://leetcode.com/problems/diet-plan-performance/,1
Armstrong Number,https://leetcode.com/problems/armstrong-number/,1
Largest Unique Number,https://leetcode.com/problems/largest-unique-number/,1
Number of Equivalent Domino Pairs,https://leetcode.com/problems/number-of-equivalent-domino-pairs/,1
Number of Days in a Month,https://leetcode.com/problems/number-of-days-in-a-month/,1
Sum of Digits in the Minimum Number,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number/,1
Index Pairs of a String,https://leetcode.com/problems/index-pairs-of-a-string/,1
Prime Number of Set Bits in Binary Representation,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/,1
Monotone Increasing Digits,https://leetcode.com/problems/monotone-increasing-digits/,1
Optimal Division,https://leetcode.com/problems/optimal-division/,1
Complex Number Multiplication,https://leetcode.com/problems/complex-number-multiplication/,1
Rotate Function,https://leetcode.com/problems/rotate-function/,1
